Page,Code,College Name,Branch,OC,BC,BCM,MBC,SC,SCA,ST
41,2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",ELECTRONICS AND COMMUNICATION ENGINEERING,175.5,173.5,166.0,169.0,125.0,137.0,—
41,2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",ELECTRICAL AND ELECTRONICS ENGINEERING,172.5,171.0,170.0,163.0,136.5,106.0,—
42,2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",INFORMATION TECHNOLOGY,175.5,171.0,173.5,166.0,133.5,121.5,—
42,2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",MECHANICAL ENGINEERING,164.5,156.0,131.5,157.0,107.5,—,100.5
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",Artificial Intelligence and Data Science,174.5,169.0,161.5,166.0,128.5,125.0,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",AGRICULTURAL ENGINEERING,123.0,84.0,117.5*,109.0*,99.5*,—,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",Artificial Intelligence and Machine Learning,172.0,167.0,165.0,162.5,120.5,119.5,117.0
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",AEROSPACE ENGINEERING,183.5,178.0,161.5,153.5,136.0,—,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",AUTOMOBILE ENGINEERING,140.5,130.5,128.0,132.0,110.5*,—,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",BIO MEDICAL ENGINEERING,157.5,150.0,155.0,140.5,117.5,122.0,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",COMPUTER SCIENCE AND DESIGN,170.5,164.5,165.0,161.0,114.0,—,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",CIVIL ENGINEERING,152.0,128.5,136.0,127.5,120.0,119.5,131.0
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",COMPUTER SCIENCE AND ENGINEERING,177.5,173.5,164.5,165.5,128.5,128.5,115.0*
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",ELECTRONICS AND COMMUNICATION ENGINEERING,174.4,167.5,155.5,164.5,117.0,113.5,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",ELECTRICAL AND ELECTRONICS ENGINEERING,168.5,162.5,153.0,159.0,104.5,105.5*,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",FOOD TECHNOLOGY,161.0,137.0,141.0,118.5,140.5*,—,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",INFORMATION TECHNOLOGY,173.5,169.0,160.5,165.0,134.0,139.0,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",MECHANICAL ENGINEERING,158.0,145.0,146.5,142.0,96.5,—,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",Mechanical and Mechatronics Engineering (Additive Manufacturing),151.5,143.5,150.5,146.5,108.5*,—,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",Mechatronics Engineering,171.7,156.0,155.0,149.0,108.5,113.0*,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",Computer Science and Engineering (Internet of Things and Cyber Security including Block Chain Technology),176.6,169.0,167.5,167.5,140.5,129.0,—
42,2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",Computer Science and Technology,172.5,167.0,153.0,162.5,117.5,126.0,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Artificial Intelligence and Data Science,169.5,162.0,154.5,155.5,88.5*,101.0,122.0*
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",AGRICULTURAL ENGINEERING,148.5,95.0*,—,124.5*,114.5*,118.0*,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Artificial Intelligence and Machine Learning,167.5,162.0,153.5,155.5,90.0*,117.0,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",BIO MEDICAL ENGINEERING,148.0,109.0,137.0*,102.0*,103.0*,128.0*,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",BIO TECHNOLOGY,159.0,134.0,117.0,143.5,105.5,118.5*,108.0
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",CIVIL ENGINEERING,144.0,119.5,—,102.0,114.0*,—,129.0
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",COMPUTER SCIENCE AND ENGINEERING,176.0,170.0,164.5,161.0,114.0,126.5,126.0*
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",ELECTRONICS AND COMMUNICATION ENGINEERING,171.5,165.0,162.0,162.0,97.5*,106.0*,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",ELECTRICAL AND ELECTRONICS ENGINEERING,161.0,157.5,155.0,152.5,111.5*,—,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Electronics Engineering (VLSI Design and Technology),163.5,157.5,154.5,151.0,103.5*,—,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",FOOD TECHNOLOGY,147.5,130.0,142.5*,111.5*,120.0*,—,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",INFORMATION TECHNOLOGY,169.0,163.0,155.0,156.5,93.5*,125.5*,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",MECHANICAL ENGINEERING,157.5,150.0,126.0,136.5,113.5*,—,—
42,2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Computer Science and Engineering (Cyber Security),167.0,161.5,155.5,154.0,90.5*,114.5,—
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",Artificial Intelligence and Data Science,172.5,164.0,169.0,158.5,142.0,136.5,—
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",AERONAUTICAL ENGINEERING,171.0,156.0,165.0,150.0,130.0,126.5,110.0
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,162.0,160.0,160.0,154.5,135.5,147.0,—
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",COMPUTER SCIENCE AND ENGINEERING,174.0,165.5,165.0,160.5,143.5,137.5,—
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",ELECTRONICS AND COMMUNICATION ENGINEERING,169.0,162.5,160.5,158.5,137.0,128.5,119.0
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",ELECTRICAL AND ELECTRONICS ENGINEERING,160.5,154.0,150.5,148.0,106.5,—,—
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",INFORMATION TECHNOLOGY,172.0,162.5,168.0,159.5,154.5,156.0,—
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",MECHANICAL ENGINEERING,154.0,142.0,150.5,139.5,101.5*,—,—
42,2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",Mechatronics Engineering,158.0,141.5,149.5,145.5,119.0*,106.5,145.0
42,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",Artificial Intelligence and Data Science,163.5,150.0,147.5,147.5,110.5*,122.5,—
42,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",BIO MEDICAL ENGINEERING,141.5,100.5*,107.5,109.0,94.5*,—,—
42,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",COMPUTER SCIENCE AND ENGINEERING,164.0,153.5,149.0,146.5,111.5,139.5,—
42,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",ELECTRONICS AND COMMUNICATION ENGINEERING,164.0,154.0,162.5,148.0,112.0,150.5,—
42,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",ELECTRICAL AND ELECTRONICS ENGINEERING,151.0,134.0,141.0,133.0,84.0,112.5,—
42,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",INFORMATION TECHNOLOGY,161.0,150.5,160.0,146.5,103.0,118.0,—
42,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",MECHANICAL ENGINEERING,139.5,123.0,—,121.0,125.5*,—,—
43,2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",PETRO CHEMICAL TECHNOLOGY,131.5,111.0*,114.0,87.5*,98.5*,109.0,—
43,2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",Artificial Intelligence and Data Science,145.0,123.0,131.0*,114.5,116.0,136.0,—
43,2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",COMPUTER SCIENCE AND ENGINEERING,138.5,112.0,122.0,118.5,91.0*,97.5,—
43,2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",ELECTRONICS AND COMMUNICATION ENGINEERING,140.0,107.5,—,122.5,105.0,—,—
43,2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",ELECTRICAL AND ELECTRONICS ENGINEERING,131.0,106.5,113.0,110.5,130.5*,—,—
43,2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",INFORMATION TECHNOLOGY,135.5,113.5,108.0*,126.5,90.5*,103.0,—
43,2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",MECHANICAL ENGINEERING,104.5,100.0*,91.5,84.5*,101.5*,—,—
43,2733,"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",CIVIL ENGINEERING,—,—,—,—,—,—,—
43,2733,"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",COMPUTER SCIENCE AND ENGINEERING,91.0*,—,—,—,—,—,—
43,2733,"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",ELECTRONICS AND COMMUNICATION ENGINEERING,105.0*,—,—,—,—,—,—
43,2733,"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",ELECTRICAL AND ELECTRONICS ENGINEERING,—,—,—,—,—,—,—
43,2733,"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",FASHION TECHNOLOGY,109.0*,—,—,—,—,—,—
43,2733,"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",MECHANICAL ENGINEERING,119.5*,—,—,—,—,—,—
43,2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",Artificial Intelligence and Data Science,187.5,184.0,184.5,181.5,157.5,—,136.5
43,2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",COMPUTER SCIENCE AND ENGINEERING,185.5,183.5,185.0,179.5,157.0,145.5,—
43,2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",ELECTRONICS AND COMMUNICATION ENGINEERING,184.0,181.0,176.0,178.0,147.5,144.5,113.5
43,2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",ELECTRICAL AND ELECTRONICS ENGINEERING,180.5,175.0,175.5,176.5,142.0,145.0,—
43,2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",INFORMATION TECHNOLOGY,184.5,182.0,180.5,180.5,153.5,153.0,—
43,2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",MECHANICAL ENGINEERING,172.5,168.0,168.5,165.0,152.0,135.5,—
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",Artificial Intelligence and Data Science,182.0,178.5,178.0,174.5,139.0,128.5,92.0
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",BIO MEDICAL ENGINEERING,175.0,164.0,168.0,165.0,109.5,144.0,—
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",COMPUTER SCIENCE AND BUSSINESS SYSTEM,178.5,177.0,171.0,171.0,123.0,136.0,—
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",CIVIL ENGINEERING,169.5,159.0,—,153.5,127.0,—,—
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",COMPUTER SCIENCE AND ENGINEERING,183.0,179.0,168.5,174.5,132.5,151.0,128.0*
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",ELECTRONICS AND COMMUNICATION ENGINEERING,182.0,179.0,173.0,173.5,129.0,137.0,—
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",ELECTRICAL AND ELECTRONICS ENGINEERING,177.0,175.0,161.0,168.5,124.5,129.5,—
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",INFORMATION TECHNOLOGY,181.0,178.5,168.5,173.0,129.5,144.5,126.5
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",MECHANICAL ENGINEERING,169.5,161.5,160.5,154.5,98.5*,124.0,—
43,2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",Computer Science and Engineering (Cyber Security),180.5,178.5,172.0,175.0,131.5,174.5,—
